"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"122","m.10723",0,0,0,8.3445,8.5105,0,3.9434,0,0,8.5831,0,0,4.512,0,0,0,0,0,0,4.7573,4.8106,11.0512,16.6438,5.6128,6.142,0,0,0,0,0,0,4.82,0,0,0
"123","m.10726",2.5066,1.3522,0,2.2679,1.1565,0,4.2869,5.505,4.2101,5.8317,2.035,2.9671,2.4525,0,2.1055,2.1507,2.0867,1.0486,3.4922,2.5859,2.6149,1.0012,1.1309,3.0509,1.6693,0,2.547,2.6037,2.8649,2.7202,2.7264,2.62,5.3932,2.6768,1.3662
"124","m.1073",11.013,29.7044,26.479,44.8379,30.4862,37.1437,9.4174,14.5118,9.2485,20.4976,8.941,8.6908,48.4884,42.6479,27.7519,23.6226,13.7519,23.0354,0,5.6805,0,0,0,0,14.6679,7.3364,5.5952,11.4393,31.4676,11.9511,11.9783,17.2664,23.6952,11.7605,12.0045
"125","m.10735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","m.1074",0,0,0,6.3299,0,5.8991,29.9132,43.0219,41.1274,0,0,0,6.8452,0,0,48.0218,23.2965,11.707,51.9845,57.739,43.7899,27.9435,31.5633,17.0306,0,9.3213,49.7627,50.8694,31.9849,30.3689,30.438,43.8755,37.6324,37.3556,7.6262
"127","m.10744",50.7106,70.3426,41.803,19.6629,20.0539,6.1083,24.7791,44.5475,18.2511,67.4166,29.4069,11.4337,42.5276,12.4684,6.0851,31.0779,30.1533,18.1832,6.7285,37.3665,37.7856,81.0163,84.9746,52.9034,38.5943,57.911,58.8883,30.099,57.9584,70.753,47.2761,60.5751,15.5868,46.4163,39.483
"128","m.10756",0,1.0998,0,0,0.9407,0,0,0,0,0,0,0.8045,0.9974,0,0,0,0,0,0,1.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","m.10763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8903,0,0,0,0,0,0,14.1509,6.718,0,0,0,0,6.748
"130","m.10765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","m.10767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","m.10777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","m.10779",0,9.4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0063,0,0,0,0,11.6278,0,0,0,9.9782,0,0,0,0,0,0
"134","m.10784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","m.10786",0,0,0,0,0,0,0,0,0,0,0,0,0,2.5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","m.10790",5.0819,0,0,4.5978,0,0,4.3456,0,0,4.7292,0,0,4.9721,0,0,4.3602,0,0,4.72,5.2425,5.3013,0,0,0,6.7684,6.7707,5.1637,5.2786,5.8082,0,5.5273,0,0,5.4268,0
"137","m.10801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","m.10807",96.4312,107.8914,106.4806,113.0963,108.7538,117.4458,64.1355,84.7114,68.9839,83.0921,78.2882,81.7347,90.8545,89.1314,110.9996,73.5439,83.2485,86.6565,59.7094,70.0035,74.5143,57.0594,61.2284,82.5922,61.8386,66.6179,116.1295,96.4537,97.9676,124.0239,97.1144,108.2568,115.2658,102.9761,116.7924
"139","m.1081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","m.10812",10.8091,11.6617,0,9.7795,9.9739,0,9.243,0,0,60.3539,17.5508,25.5896,21.1513,0,9.0793,0,0,0,10.0393,11.1506,11.2757,25.9032,29.2587,0,0,0,10.9831,0,12.3539,0,0,0,0,0,0
"141","m.10816",53.2008,22.959,30.699,28.88,19.6361,0,0,0,0,9.9018,17.2766,0,10.4104,0,0,9.1291,0,0,19.7649,21.9528,11.0995,33.9979,28.8015,12.9503,28.3427,28.3523,10.8115,0,12.1609,34.6395,23.1456,22.2424,11.4465,11.3623,23.1963
"142","m.10817",4.841,5.2229,4.6558,0,4.467,4.0818,4.1396,8.5053,8.1308,0,3.9302,3.8203,0,0,0,8.3071,4.03,4.0503,0,4.994,0,0,0,0,0,0,4.919,0,5.5329,0,0,0,0,0,0
"143","m.10818",10.9834,11.8498,5.2816,4.9686,5.0674,0,14.0881,9.6485,9.2237,10.2212,8.9169,0,5.3731,0,0,14.1355,13.7149,13.7841,20.4025,33.9915,28.6439,8.7737,24.7755,6.684,0,7.3167,50.2213,28.5213,25.1064,5.9595,11.9461,34.4399,11.8158,17.5933,5.9861
"144","m.10820",0,0,0,0,0,0,0,0,3.838,0,0,0,0,0,0,3.9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","m.10831",0,10.6994,0,0,9.1508,8.3618,0,0,0,9.2289,8.0512,0,19.4058,17.0684,16.6601,0,0,0,0,0,0,23.7655,8.948,0,0,0,20.1535,20.6018,22.6689,21.5236,21.5726,20.7308,21.3372,21.1803,21.6198
"146","m.10838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","m.10852",19.6434,42.3859,28.3376,8.8861,9.0628,8.2814,8.3987,8.628,0,18.2803,23.9214,7.7507,19.2192,8.4521,24.7499,0,0,0,18.2446,30.3962,30.7371,23.537,17.724,23.9083,13.0812,0,39.9195,40.8074,44.9018,21.3166,21.3652,20.5315,21.1321,20.9766,10.706
"148","m.10862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","m.10878",0,0,0,7.164,21.9194,0,20.3131,13.9118,26.5985,14.7376,6.4285,6.2486,0,0,0,27.1751,19.775,19.8747,0,8.1685,0,18.9756,28.5782,0,0,0,8.0458,8.2247,18.1,8.5927,8.6123,0,17.0367,25.3671,8.6312
"150","m.10881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","m.10883",17.3496,9.3591,16.6857,47.0909,24.0136,18.286,77.8886,49.5332,65.5644,44.4005,10.564,13.6913,46.6811,22.3954,43.7196,59.543,64.9929,43.5471,60.4278,80.5404,58.8204,48.5066,62.6173,58.0702,75.0991,75.1245,44.0725,45.0527,64.4451,47.0685,47.1757,45.3349,65.3254,55.5813,52.0069
"152","m.10885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","m.10886",10.2917,22.2072,19.7959,9.3114,4.7483,4.3389,0,0,0,0,0,0,10.0695,4.4283,4.3224,4.4151,8.5675,4.3054,9.5589,5.3085,5.368,4.1106,0,6.2631,6.8537,0,5.2288,10.6901,5.8813,11.1684,5.5969,0,11.0717,5.4951,5.6092
"154","m.1089",279.3726,150.7055,201.5117,63.1903,48.335,44.1676,179.1723,122.7095,175.959,162.4913,184.2834,206.6855,51.2512,15.026,0,149.8116,145.3545,189.9138,308.1302,144.1007,109.2876,167.3743,157.5466,191.2662,69.7667,93.0536,124.194,126.9562,119.7382,113.6886,170.9213,146.0015,150.2724,149.167,152.2627
"155","m.10893",109.6865,118.3392,65.9308,148.8578,151.8173,121.3869,105.5193,108.4003,103.6269,63.7969,61.2217,54.0989,107.318,76.6931,103.6506,99.9917,74.1893,97.5061,44.5706,56.5765,57.211,43.8094,49.4844,50.063,45.6527,45.6681,90.5556,113.9319,109.693,111.5903,104.3882,107.4801,95.8743,117.1311,112.0894
"156","m.10899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8097,0,0,0,0,0,0
"157","m.10901",0,0,0,8.1067,0,0,7.662,0,0,8.3384,0,0,17.5333,0,0,0,0,0,0,0,9.347,0,8.0846,0,11.9338,0,0,0,10.2408,9.7234,0,0,9.6392,0,0
"158","m.10905",5.1329,22.1514,4.9365,18.5761,23.6817,17.3119,4.3893,9.0182,17.2422,33.4373,16.6689,20.2531,30.1326,17.6688,17.2462,13.212,17.0919,4.2945,14.3023,37.0661,16.0636,12.3007,37.0512,0,20.5093,6.8387,26.0781,21.3265,29.3328,16.7105,22.3314,16.095,16.5658,16.444,11.1902
"159","m.10909",8.1391,8.7811,7.8276,0,0,6.8627,6.9599,0,0,7.5743,6.6078,6.4229,0,7.0041,6.8366,6.9833,0,0,7.5595,16.7926,16.9809,13.0032,7.3438,0,0,10.8439,0,0,0,0,0,0,0,0,0
"160","m.10911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","m.10914",0,0,9.0541,0,0,0,16.1007,8.2702,7.906,0,0,0,9.2111,0,7.9078,8.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","m.10915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","m.10923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9308,0,0,0,0,0,0
"164","m.10925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","m.10928",0,0,0,0,7.8218,4.765,0,0,0,0,0,4.4596,0,2.4316,0,0,0,0,0,17.4894,8.8428,0,17.8466,13.7564,0,7.5292,22.9689,20.5448,0,21.464,18.4396,14.7668,15.1987,15.0869,12.32
"166","m.10938",23.6175,25.4806,11.3569,21.3678,5.4482,4.9784,0,0,0,21.9786,0,4.6594,17.3306,5.081,14.8786,10.1318,4.9152,4.94,16.4517,18.2729,18.4778,33.0153,37.2921,14.3726,7.8639,15.7331,17.9984,24.5316,33.7413,0,0,0,6.3518,12.6102,0
"167","m.10942",0,0,0,0,0,0,0,0,0,0,0,0,6.0754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","m.10944",0,0,0,0,0,0,0,0,0,3.5736,0,0,0,0,0,0,0,0,0,3.9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","m.1096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","m.10970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","m.10974",3.6094,7.7882,0,13.0623,9.9915,9.1301,15.4322,25.3658,21.2177,30.2303,8.7909,2.8483,21.1887,6.2122,6.0636,9.2904,3.0047,6.0397,6.7047,11.1704,7.5304,17.2993,26.0537,13.1791,28.8435,33.6621,14.6701,14.9963,8.2505,15.6673,15.703,15.0903,11.6488,15.4174,23.6061
"172","m.10984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","m.10997",0,0,0,0,0,0,0,0,0,0,0,0,0,2.7256,0,0,2.6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","m.110",63.1286,83.2438,67.4588,79.3269,106.7934,90.193,49.4839,40.0518,30.925,81.5943,62.6405,59.5041,123.5309,86.0157,97.2151,45.1364,48.1728,41.0801,66.7766,92.2585,80.4882,42.0232,74.3647,81.1034,67.7305,60.7444,137.1997,167.5728,120.2521,146.5266,141.1384,170.4552,135.8256,146.062,137.6246
"175","m.1100",3.9823,17.1857,0,7.2059,7.3492,6.7155,13.6213,13.9932,6.6885,14.8238,19.3983,0,15.5852,10.2809,3.345,6.8335,0,0,7.3974,12.3244,16.6168,15.9055,10.7795,4.8469,5.3039,5.3057,8.0928,8.2728,13.6544,12.9645,12.994,4.1623,12.8522,4.2526,8.6816
"176","m.11013",0,0,0,0,6.7324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","m.11021",0,14.6938,0,0,12.5671,0,0,11.9642,0,12.6743,0,0,13.3253,11.7203,0,11.6853,0,11.3948,0,0,0,0,0,0,0,0,0,0,15.566,0,0,0,0,0,0
"178","m.11029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","m.1103",0,0,0,3.3393,1.7029,0,0,0,0,0,0,0,1.8056,0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","m.11035",6.8325,22.1144,6.571,37.09,25.2183,5.761,0,0,0,0,0,0,13.3699,11.7595,11.4782,5.8622,5.6878,5.7165,0,21.1452,7.1275,10.9157,0,16.6318,9.1,27.3092,55.5402,42.5816,46.8541,59.3158,44.5882,57.131,51.452,58.3697,44.6858
"181","m.11041",4.6642,2.5161,0,0,2.1519,0,1.9942,2.0487,1.9584,0,0,0,0,0,0,0,0,0,0,0,2.4328,0,0,5.6769,0,0,2.3697,0,0,0,2.5365,0,2.5088,0,0
"182","m.11045",33.7671,36.4309,32.475,30.5507,31.1581,14.2358,86.6246,88.9898,70.8926,62.8479,41.1211,39.9706,33.038,29.0585,28.3635,28.9718,42.1648,42.3775,31.3625,17.4171,35.2249,40.4603,30.4677,20.5493,0,22.4944,34.311,17.537,38.5933,36.6434,18.3634,17.6469,36.3262,18.0295,18.4037
"183","m.11063",13.5292,43.7894,13.0115,48.962,37.4516,57.0377,23.1381,11.8849,22.7232,25.1808,10.9838,10.6765,39.7112,34.928,11.3642,23.2158,22.5251,11.3194,0,13.9568,14.1133,0,0,16.4666,36.0384,18.0253,27.4942,56.2115,30.9258,44.0449,58.8603,42.4226,43.6636,43.3424,29.4946
"184","m.11091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","m.11093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","m.11100",5.3573,7.7065,1.7174,8.0783,3.2956,1.5057,9.1622,4.7062,4.499,13.2947,4.3493,1.4092,8.736,4.6102,3,9.193,2.9732,1.4941,8.293,9.211,5.5886,14.2649,9.6676,10.8674,11.892,9.5168,14.5162,11.1293,20.4099,13.5651,19.4229,11.199,15.3688,15.2557,17.5189
"187","m.11104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4956,7.4981,0,0,0,0,0,0,0,0,0
"188","m.11107",245.1494,220.4068,170.2774,110.899,201.0736,160.7702,174.693,131.606,137.248,114.0689,132.684,171.9623,133.2532,152.3635,148.7195,140.2237,226.753,284.8707,164.4442,168.5978,170.4887,119.6726,110.5977,99.4584,126.9753,108.8727,193.7426,212.1982,233.4895,192.1337,207.3845,185.0569,219.7734,189.0692,192.993
"189","m.11115",20.4291,22.0407,26.1965,18.4832,25.1342,28.709,0,0,0,12.6743,27.6425,5.3738,13.3253,17.5804,28.5999,11.6853,0,0,6.3248,7.0249,0,0,24.5773,0,0,0,13.8388,21.2198,23.3489,22.1693,0,0,21.9773,21.8157,7.4228
"190","m.11131",0,0,0,0,0,0,0,0,0,31.6858,13.8213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","m.11133",0,0,0,0,0,0,9.5461,0,0,10.3888,0,0,0,0,0,0,0,0,0,11.5162,0,0,10.0727,0,0,0,0,0,0,0,0,0,0,0,0
"192","m.11137",0,0,0,0,3.4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0441,3.4135,0,0,0,0,0,0,0,0,0,0,0,0
"193","m.11143",0,0,0,0,0,0,0,0,0,0,0,0,5.7109,5.023,0,0,0,4.8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","m.11149",80.9965,97.0955,51.9314,105.8508,91.3468,113.8241,61.5658,86.9643,45.3463,75.3759,65.7575,56.8157,114.4686,116.1701,90.7133,77.2157,82.4102,75.2962,75.2286,83.5562,65.717,71.8898,73.0822,87.6286,83.9044,71.9423,82.301,74.7835,82.287,68.3634,78.3075,75.2519,58.0899,57.6626,78.479
"195","m.11152",0,0,0,3.1169,3.1789,2.9048,0,0,0,0,2.7969,2.7186,3.3707,2.9647,0,0,0,0,3.1997,10.6618,7.1876,5.5039,9.3253,0,4.5884,4.5899,7.0011,7.1568,3.9374,3.7385,3.747,3.6008,7.4123,7.3577,3.7552
"196","m.11158",11.6738,12.5947,5.6135,10.5618,5.3859,4.9215,0,0,0,10.8637,4.7387,0,5.7109,5.023,0,0,0,0,0,0,0,0,0,7.1042,7.774,15.5532,0,0,0,0,0,0,0,0,0
"197","m.11159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","m.1116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","m.11172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","m.11180",38.3645,72.4341,18.4483,52.0653,44.2504,24.2611,0,42.1274,8.0545,26.7767,23.3599,0,28.1521,24.7611,0,41.1454,7.9843,0,0,19.7885,20.0104,7.6615,25.9619,0,0,0,29.2368,49.8118,54.8097,31.2243,62.5909,40.099,51.59,71.6947,41.8186
"201","m.11189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","m.11210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","m.11219",0,0,0,16.5768,0,0,0,0,0,8.5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","m.11245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4046,0,0,0,0,0,0,0,0,0,0,0,0
"205","m.11249",0,0,0,0,2.3301,0,0,0,0,2.35,0,1.9928,0,0,0,0,0,0,0,0,0,4.0344,2.2785,3.0735,3.3633,0,0,2.623,0,2.7403,2.7466,2.6394,2.7166,2.6966,2.7526
"206","m.1126",0,0,26.5505,12.4886,25.4739,34.9163,35.4107,12.1259,0,25.6912,0,0,27.0108,23.7573,0,11.8432,0,0,0,28.4794,28.7988,22.0527,37.3641,0,0,0,28.0515,28.6754,31.5526,14.9792,30.0267,14.4275,29.6991,44.221,45.1387
"207","m.11265",47.9557,51.7387,18.4483,26.0326,26.5502,48.5222,65.6124,92.6803,64.4357,35.7023,70.0796,37.8438,18.7681,24.7611,8.0563,65.8327,71.8583,56.1717,26.7244,39.577,40.0208,22.9845,25.9619,0,12.7742,12.7785,38.9824,49.8118,65.7717,52.0406,52.1591,50.1238,61.908,71.6947,41.8186
"208","m.11277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","m.11289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.034,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","m.11297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","m.11298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7047,7.4469,7.5304,5.7664,0,0,0,9.6177,0,0,0,0,0,0,0,0,0
"212","m.113",151.3268,128.2791,161.1294,249.3761,324.1514,227.8489,221.8324,199.403,195.1609,110.6488,136.0187,196.1872,190.3618,181.3852,213.3643,162.2959,112.4767,189.9138,230.9046,323.3688,298.8063,237.4457,229.1929,355.2087,295.124,259.2208,120.8146,140.3427,61.7697,170.0818,94.0519,101.6796,162.7951,115.4268,135.4957
"213","m.1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","m.11300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","m.11307",0,0,0,0,0,0,0,2.4252,0,2.5691,0,0,2.7011,0,0,0,0,0,0,2.8479,0,0,0,0,0,0,0,2.8675,3.1553,0,3.0027,0,2.9699,2.9481,0
"216","m.11309",0,0,0,4.3695,4.4564,0,0,0,0,0,0,0,4.7253,0,0,0,0,0,0,0,0,3.8579,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","m.11312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","m.11313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","m.11314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","m.11319",8.1068,8.7463,7.7966,7.3346,7.4804,6.8355,0,0,0,15.0885,13.1631,0,7.9317,0,6.8095,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2655,0,0,0,0,0,0
"221","m.1133",7.2961,7.8717,0,19.8034,6.7324,0,12.4781,12.8188,0,6.7898,11.8468,5.7577,14.2771,12.5574,0,12.52,12.1475,6.1044,0,7.5267,7.6111,5.8282,6.5832,0,0,9.7208,0,0,0,7.9176,0,0,0,0,0
"222","m.11332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","m.11340",0,0,0,11.9246,12.1617,11.1131,11.2705,0,0,12.2655,21.4007,10.4009,12.8955,0,11.0709,0,0,0,0,54.3864,13.7491,0,11.8922,0,0,0,13.3923,27.3804,30.1277,14.3028,14.3353,13.776,42.5368,14.0746,14.3667
"224","m.11346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7285,0,0,0,6.5365,0,0,0,0,7.5248,8.2798,0,0,0,0,0,7.8966
"225","m.1135",11.3917,8.1936,7.3039,20.6132,17.5192,25.6139,29.2237,23.3502,12.7554,14.1349,12.3312,5.9931,11.1457,9.8032,3.1896,16.2899,6.3221,9.531,14.1073,15.6689,19.8058,27.2994,30.8358,9.2433,10.1149,15.1774,3.8584,7.8884,4.34,4.1207,12.3902,3.9689,4.085,8.1099,8.2782
"226","m.11354",34.9216,56.5146,22.3902,21.0634,42.9644,19.6301,19.908,30.6774,19.551,64.9965,23.6261,13.779,51.2512,25.0433,39.111,24.9686,24.2257,24.3479,54.0579,54.0378,60.7154,41.8436,84.0249,49.5875,38.7593,46.5268,59.14,66.5009,73.1733,75.7924,69.6346,66.9174,62.6135,62.1529,50.7542
"227","m.11360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","m.11365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","m.11366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","m.11369",20.2269,21.8225,9.7264,36.6003,9.332,17.0548,25.9445,44.4215,42.4654,18.8232,16.4213,0,9.895,26.1095,16.99,34.7088,42.0952,25.3845,9.3932,0,0,8.0787,0,0,0,0,10.2763,0,0,10.9749,0,0,10.8799,0,0
"231","m.11382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347,0,0,0
"232","m.11384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","m.11397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1629,9.2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","m.11401",0,0,0,12.8355,0,0,0,0,0,0,0,0,13.8805,12.2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","m.11405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.554,0,9.97,0,0,0,0,0,0,0,0,0
"236","m.1141",0,0,0,0,0,0,1.9197,0,0,0,0,3.5432,0,0,0,1.9261,0,0,2.0851,0,0,1.7933,4.0512,0,0,0,0,2.3318,0,0,2.4417,2.3465,0,0,0
"237","m.11430",0,4.8335,0,12.16,0,3.7775,3.831,3.9356,0,12.5076,3.6372,7.0708,0,0,0,7.6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","m.11436",0,0,0,24.8932,12.694,5.7998,0,0,0,0,0,0,13.4599,5.9193,0,17.705,0,0,0,7.0959,7.1755,0,18.6191,0,0,0,0,0,7.8616,0,0,7.1895,0,0,0
"239","m.11439",11.7409,0,0,10.6225,0,0,0,0,0,10.9261,9.5319,9.2652,11.4873,0,9.862,0,0,0,0,0,0,0,0,28.58,0,0,0,0,0,0,0,0,0,0,0
"240","m.11443",1.8794,0,0,0,0,0,0,0,0,0,0,0,1.8388,0,0,1.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","m.11447",0,0,0,0,0,0,0,0,0,18.8232,0,0,19.7901,0,0,17.3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","m.1145",0,11.3029,0,4.7393,19.334,0,8.9586,0,13.1969,0,4.2527,0,10.2502,4.5078,13.2,8.9887,8.7213,4.3826,14.5956,0,16.3931,0,0,0,0,0,5.3226,5.441,17.9607,5.6844,11.3948,0,0,5.5938,5.7099
"243","m.11458",9.5911,20.6955,9.2241,26.0326,26.5502,32.3481,16.4031,25.2764,40.2723,17.8512,23.3599,15.1375,28.1521,33.0149,40.2815,8.2291,15.9685,16.0491,17.8163,19.7885,20.0104,7.6615,8.654,11.6735,25.5484,38.3355,29.2368,29.8871,21.9239,31.2243,20.8636,30.0743,20.636,10.2421,31.364
"244","m.11472",24.466,26.396,11.7649,33.2033,22.5756,10.3146,15.691,16.1194,20.5461,39.8444,29.7943,19.3071,23.9377,5.2636,10.2754,20.9916,15.2753,20.4698,28.4047,44.1686,31.9028,34.2015,60.7073,7.4445,16.2928,24.4475,37.2901,19.0597,20.9721,33.1875,26.6105,19.1791,32.9002,26.1266,20.0016
